index,raw,opcode,message,timestamp,aliased_addr,cache_line_index_aliased,cache_line_index_unaliased,dirty,dmask,fillo,hreq_id,ns,nxm,rreq_id,src,unaliased_addr,vc,xb1,xb1_2,xb2,xb3,xb4,xb5
239,0x2844300000008580,5,ECI_CMD_MREQ_RLDX,58076198866,0x0000008580,,,,0,,,1,,17,0,0x0000008580,6,,,0,4,0,
240,0x5043c00000008680,10,ECI_CMD_MRSP_PEMD,58076198934,,269,269,0,15,0,,,0,16,4,,4,0,0,,0,,0
241,0x5003c00000008280,10,ECI_CMD_MRSP_PEMD,58076198956,,261,261,0,15,0,,,0,0,4,,4,0,0,,0,,0
242,0x5003c00000008180,10,ECI_CMD_MRSP_PEMD,58076198978,,259,259,0,15,0,,,0,0,4,,4,0,0,,0,,0
243,0x5003c00000008380,10,ECI_CMD_MRSP_PEMD,58076199000,,263,263,0,15,0,,,0,0,4,,4,0,0,,0,,0
244,0x5043c00000008480,10,ECI_CMD_MRSP_PEMD,58076199022,,265,265,0,15,0,,,0,16,4,,4,0,0,,0,,0
245,0x5047c00000008580,10,ECI_CMD_MRSP_PEMD,58076199044,,267,267,0,15,0,,,0,17,4,,4,0,0,,0,,0
246,0x0007e00000008080,0,ECI_CMD_MREQ_RLDD,58076199124,0x0000008080,,,,15,,,1,,1,0,0x0000008080,6,,,0,0,0,
247,0x180fe00000008180,3,ECI_CMD_MRSP_VICDHI,58076199463,0x0000008180,,,,15,,3,1,,,2,0x0000008180,4,,,,0,,0
248,0x1817e00000008280,3,ECI_CMD_MRSP_VICDHI,58076199467,0x0000008280,,,,15,,5,1,,,2,0x0000008280,4,,,,0,,0
249,0x181fe00000008380,3,ECI_CMD_MRSP_VICDHI,58076199471,0x0000008380,,,,15,,7,1,,,2,0x0000008380,4,,,,0,,0
250,0x1827e00000008480,3,ECI_CMD_MRSP_VICDHI,58076199475,0x0000008480,,,,15,,9,1,,,2,0x0000008480,4,,,,0,,0
251,0x182fe00000008580,3,ECI_CMD_MRSP_VICDHI,58076199479,0x0000008580,,,,15,,11,1,,,2,0x0000008580,4,,,,0,,0
252,0x1837e00000008680,3,ECI_CMD_MRSP_VICDHI,58076199483,0x0000008680,,,,15,,13,1,,,2,0x0000008680,4,,,,0,,0
253,0x4807c00000008080,9,ECI_CMD_MRSP_PSHA,58076199738,,257,257,0,15,0,,,0,1,4,,4,0,0,,0,,0
254,0x3807e00000008080,7,ECI_CMD_MREQ_RC2D_S,58076200186,0x0000008080,,,,15,,,1,,1,0,0x0000008080,6,,,0,0,0,
255,0x2843f00000008680,5,ECI_CMD_MREQ_RLDX,58076200199,0x0000008680,,,,15,,,1,,16,0,0x0000008680,6,,,0,4,0,
256,0x2800300000008180,5,ECI_CMD_MREQ_RLDX,58076200201,0x0000008180,,,,0,,,1,,0,0,0x0000008180,6,,,0,4,0,
257,0x2800300000008280,5,ECI_CMD_MREQ_RLDX,58076200203,0x0000008280,,,,0,,,1,,0,0,0x0000008280,6,,,0,4,0,
258,0x2804300000008380,5,ECI_CMD_MREQ_RLDX,58076200205,0x0000008380,,,,0,,,1,,1,0,0x0000008380,6,,,0,4,0,
259,0x2844300000008480,5,ECI_CMD_MREQ_RLDX,58076200207,0x0000008480,,,,0,,,1,,17,0,0x0000008480,6,,,0,4,0,
